Age_Group	Interacts_with	Group
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Biologically_Active_Substance
Inorganic_Chemical	Interacts_with	Biomedical_or_Dental_Material
Inorganic_Chemical	Interacts_with	Antibiotic
Inorganic_Chemical	Interacts_with	Pharmacologic_Substance
Inorganic_Chemical	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Biologically_Active_Substance
Inorganic_Chemical	Interacts_with	Biomedical_or_Dental_Material
Inorganic_Chemical	Interacts_with	Antibiotic
Inorganic_Chemical	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Receptor
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Bird
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Reptile
Invertebrate	Interacts_with	Mammal
Invertebrate	Interacts_with	Fish
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Reptile
Invertebrate	Interacts_with	Mammal
Invertebrate	Interacts_with	Fish
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Reptile
Invertebrate	Interacts_with	Mammal
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Mammal
Invertebrate	Interacts_with	Archaeon
Invertebrate	Interacts_with	Bird
Invertebrate	Interacts_with	Organism
Invertebrate	Interacts_with	Amphibian
Invertebrate	Interacts_with	Human
Invertebrate	Interacts_with	Reptile
Invertebrate	Interacts_with	Mammal
Invertebrate	Interacts_with	Fish
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Pharmacologic_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Chemical_Viewed_Functionally
Lipid	Interacts_with	Inorganic_Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Element_Ion_or_Isotope
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Pharmacologic_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Chemical_Viewed_Functionally
Lipid	Interacts_with	Inorganic_Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Pharmacologic_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Chemical_Viewed_Functionally
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Pharmacologic_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Hormone
Lipid	Interacts_with	Chemical_Viewed_Functionally
Lipid	Interacts_with	Inorganic_Chemical
Lipid	Interacts_with	Eicosanoid
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Vitamin
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Enzyme
Lipid	Interacts_with	Receptor
Lipid	Interacts_with	Biologically_Active_Substance
Lipid	Interacts_with	Element_Ion_or_Isotope
Lipid	Interacts_with	Biomedical_or_Dental_Material
Lipid	Interacts_with	Antibiotic
Lipid	Interacts_with	Pharmacologic_Substance
Lipid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Lipid	Interacts_with	Hazardous_or_Poisonous_Substance
Lipid	Interacts_with	Chemical
Lipid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Lipid	Interacts_with	Immunologic_Factor
Lipid	Interacts_with	Receptor
Mammal	Interacts_with	Organism
Mammal	Interacts_with	Archaeon
Mammal	Interacts_with	Organism
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Vitamin
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Immunologic_Factor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Receptor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Vitamin
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Immunologic_Factor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Enzyme
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Receptor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Receptor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Hazardous_or_Poisonous_Substance
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Chemical
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Immunologic_Factor
Neuroreactive_Substance_or_Biogenic_Amine	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Steroid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Inorganic_Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Carbohydrate
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Eicosanoid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Element_Ion_or_Isotope
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Lipid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Steroid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Inorganic_Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Eicosanoid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Element_Ion_or_Isotope
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Lipid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Inorganic_Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Element_Ion_or_Isotope
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Inorganic_Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Vitamin
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Immunologic_Factor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Enzyme
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Receptor
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biologically_Active_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Biomedical_or_Dental_Material
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Antibiotic
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Pharmacologic_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hazardous_or_Poisonous_Substance
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Hormone
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Chemical_Viewed_Functionally
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Steroid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Inorganic_Chemical
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Eicosanoid
Nucleic_Acid_Nucleoside_or_Nucleotide	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
